jurisdiction,facility,year,month,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_facility,census_county_name,fips_state_code,fips_county_code,fips_state_county_code
San Mateo Sheriff's Department,Womens Transitional Fac,2004,11,0,0,6,0,6,San Mateo County,06,081,06081
Santa Barbara Sheriff's Department,Santa Barbara County Main Jail,2004,11,500,91,149,12,752,Santa Barbara County,06,083,06083
Santa Barbara Sheriff's Department,Santa Barbara Medium Security Facility,2004,11,51,13,104,7,175,Santa Barbara County,06,083,06083
Santa Clara Corrections Department,Elmwood Complex - Women's Fac,2004,11,0,395,0,187,582,Santa Clara County,06,085,06085
Santa Clara Corrections Department,Elmwood Complex-Mens' Fac,2004,11,1353,0,922,0,2275,Santa Clara County,06,085,06085
Santa Clara Corrections Department,Santa Clara County Main Jail,2004,11,1205,0,186,0,1391,Santa Clara County,06,085,06085
Santa Clara Probation Department,Mtn. View Work Furlough Facility,2004,11,0,0,137,0,137,Santa Clara County,06,085,06085
Santa Clara Probation Department,Womens Residential Center- S. Jose,2004,11,0,0,0,41,41,Santa Clara County,06,085,06085
Santa Cruz Sheriff's Department,Santa Cruz Blaine Womens Minimum,2004,11,0,0,0,24,24,Santa Cruz County,06,087,06087
Santa Cruz Sheriff's Department,Santa Cruz Main Jail (Water Street),2004,11,222,34,94,17,367,Santa Cruz County,06,087,06087
Santa Cruz Sheriff's Department,Santa Cruz Rountree Lane Minimum,2004,11,0,0,111,0,111,Santa Cruz County,06,087,06087
Santa Cruz Sheriff's Department,Santa Cruz Rountree Medium,2004,11,0,0,58,0,58,Santa Cruz County,06,087,06087
Shasta Sheriff's Department,Shasta County Main Jail,2004,11,220,42,77,17,356,Shasta County,06,089,06089
Sierra Sheriff's Department,Sierra County Jail,2004,11,4,1,2,0,7,Sierra County,06,091,06091
Siskiyou Sheriff's Department,Siskiyou County Jail,2004,11,75,11,10,3,99,Siskiyou County,06,093,06093
Solano Sheriff's Department,Claybank Facility,2004,11,199,39,125,23,386,Solano County,06,095,06095
Solano Sheriff's Department,Solano County Justice Center,2004,11,519,73,94,16,702,Solano County,06,095,06095
Sonoma Sheriff's Department,North County Detention Facility,2004,11,120,6,330,67,523,Sonoma County,06,097,06097
Sonoma Sheriff's Department,Sonoma County Main Adult Detention,2004,11,394,70,125,21,610,Sonoma County,06,097,06097
Stanislaus Sheriff's Department,Stanislaus Co. Public Safety Center,2004,11,300,92,84,71,547,Stanislaus County,06,099,06099
Stanislaus Sheriff's Department,Stanislaus County Honor Farm,2004,11,93,0,188,0,281,Stanislaus County,06,099,06099
Stanislaus Sheriff's Department,Stanislaus County Jail,2004,11,272,0,101,0,373,Stanislaus County,06,099,06099
Sutter Sheriff's Department,Sutter County Jail,2004,11,137,19,76,16,248,Sutter County,06,101,06101
Tehama Sheriff's Department,Tehama County Jail,2004,11,91,16,50,23,180,Tehama County,06,103,06103
Trinity Sheriff's Department,Trinity County Jail,2004,11,14,4,12,6,36,Trinity County,06,105,06105
Tulare Sheriff's Department,Bob Wiley Detention Center,2004,11,388,91,147,59,685,Tulare County,06,107,06107
Tulare Sheriff's Department,Mens Correctional Facility,2004,11,95,0,200,0,295,Tulare County,06,107,06107
Tulare Sheriff's Department,Tulare Co. Adult Pre-Trial Facility,2004,11,0,0,68,0,68,Tulare County,06,107,06107
Tulare Sheriff's Department,Tulare County Jail,2004,11,186,0,61,0,247,Tulare County,06,107,06107
Tuolumne Sheriff's Department,Tuolumne County Jail,2004,11,53,14,53,12,132,Tuolumne County,06,109,06109
Ventura Sheriff's Department,Ventura County Main Jail,2004,11,317,88,214,141,760,Ventura County,06,111,06111
Ventura Sheriff's Department,Ventura County Todd Road,2004,11,387,0,465,0,852,Ventura County,06,111,06111
Ventura Work Furlough,Ventura County Work Furlough,2004,11,0,0,91,20,111,Ventura County,06,111,06111
Yolo Sheriff's Department,Leinberger Center,2004,11,73,13,29,4,119,Yolo County,06,113,06113
Yolo Sheriff's Department,Monroe Detention Center,2004,11,224,36,20,6,286,Yolo County,06,113,06113
Yuba Sheriff's Department,Yuba County Jail,2004,11,272,75,43,11,401,Yuba County,06,115,06115
Alameda Sheriff's Department,Community Re-Entry Center,2004,10,0,0,0,0,0,Alameda County,06,001,06001
Alameda Sheriff's Department,Glenn E. Dyer Jail,2004,10,213,0,126,0,339,Alameda County,06,001,06001
Alameda Sheriff's Department,Santa Rita Jail,2004,10,2537,267,738,185,3727,Alameda County,06,001,06001
Oakland Police Department,Oakland Jail,2004,10,98,22,0,0,120,Alameda County,06,001,06001
Amador Sheriff's Department,Amador County Jail,2004,10,41,9,26,8,84,Amador County,06,005,06005
Butte Sheriff's Department,Butte County Jail,2004,10,276,47,182,38,543,Butte County,06,007,06007
Calaveras Sheriff's Department,Calaveras County Jail,2004,10,46,6,22,3,77,Calaveras County,06,009,06009
Colusa Sheriff's Department,Colusa County Jail,2004,10,22,3,23,3,51,Colusa County,06,011,06011
Contra Costa Sheriff's Department,Contra Costa Main Jail (Martinez Det Fac),2004,10,400,9,241,6,656,Contra Costa County,06,013,06013
Contra Costa Sheriff's Department,Marsh Creek Detention Facility,2004,10,0,0,101,0,101,Contra Costa County,06,013,06013
Contra Costa Sheriff's Department,West County Detention Facility,2004,10,521,152,159,47,879,Contra Costa County,06,013,06013
El Dorado Sheriff's Department,El Dorado County Jail,2004,10,88,13,93,16,210,El Dorado County,06,017,06017
El Dorado Sheriff's Department,South Lake Tahoe Jail,2004,10,49,6,49,10,114,El Dorado County,06,017,06017
Fresno Sheriff's Department,Fresno County Main Jail,2004,10,794,0,170,0,964,Fresno County,06,019,06019
Fresno Sheriff's Department,Fresno County Satellite Jail,2004,10,0,0,231,0,231,Fresno County,06,019,06019
Fresno Sheriff's Department,Fresno North Annex  Jail,2004,10,1084,0,240,0,1324,Fresno County,06,019,06019
Fresno Sheriff's Department,Fresno South Annex Jail,2004,10,210,281,35,97,623,Fresno County,06,019,06019
Glenn Sheriff's Department,Glenn County Adult Detention Facility,2004,10,55,9,42,2,108,Glenn County,06,021,06021
Humboldt Sheriff's Department,Humboldt County Jail,2004,10,198,29,95,18,340,Humboldt County,06,023,06023
Imperial Sheriff's Department,Herbert Hughes Corr. Center,2004,10,102,0,197,0,299,Imperial County,06,025,06025
Imperial Sheriff's Department,Imperial Co (Adult Regional Det) Fac,2004,10,146,31,94,23,294,Imperial County,06,025,06025
Inyo Sheriff's Department,Inyo County Jail,2004,10,27,3,39,9,78,Inyo County,06,027,06027
Kern Sheriff's Department,Central Receiving Facility,2004,10,90,33,25,7,155,Kern County,06,029,06029
Kern Sheriff's Department,Lerdo Minimum,2004,10,469,6,387,88,950,Kern County,06,029,06029
Kern Sheriff's Department,Lerdo Pretrial Facility,2004,10,781,136,159,57,1133,Kern County,06,029,06029
Kings Sheriff's Department,Kings County Branch Jail,2004,10,32,6,74,23,135,Kings County,06,031,06031
Kings Sheriff's Department,Kings County Main Jail,2004,10,61,3,55,8,127,Kings County,06,031,06031
Lake Sheriff's Department,Lake County Hill Road Facility,2004,10,161,2,40,42,245,Lake County,06,033,06033
Lassen Sheriff's Department,Lassen Adult Detention Facility,2004,10,32,8,30,4,74,Lassen County,06,035,06035
Los Angeles Sheriff's Department,Century Regional Detention Center,2004,10,118,0,119,0,237,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Los Angeles Central Jail,2004,10,4760,0,1380,0,6140,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,North County Correctional Facility,2004,10,3144,0,859,0,4003,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Peter Pitchess East Facility,2004,10,918,0,211,0,1129,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Peter Pitchess North Facility,2004,10,815,0,742,0,1557,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Twin Towers Correctional Facility,2004,10,1678,1377,374,347,3776,Los Angeles County,06,037,06037
Madera Corrections Department,Madera Adult Correctional Facility,2004,10,202,38,140,13,393,Madera County,06,039,06039
Marin Sheriff's Department,Marin County Jail,2004,10,224,33,39,7,303,Marin County,06,041,06041
Mariposa Sheriff's Department,Mariposa County Adult Det. Facility,2004,10,34,5,16,2,57,Mariposa County,06,043,06043
Mendocino Sheriff's Department,Mendocino Adult Detention Facility,2004,10,141,23,59,17,240,Mendocino County,06,045,06045
Merced Sheriff's Department,John Latorraca Corr Fac,2004,10,275,47,148,27,497,Merced County,06,047,06047
Merced Sheriff's Department,Merced County Jail,2004,10,133,0,36,0,169,Merced County,06,047,06047
Modoc Sheriff's Department,Modoc County Jail,2004,10,12,2,10,4,28,Modoc County,06,049,06049
Mono Sheriff's Department,Mono County Jail,2004,10,13,2,16,2,33,Mono County,06,051,06051
Monterey Sheriff's Department,Monterey County Jail,2004,10,464,81,153,65,763,Monterey County,06,053,06053
Monterey Sheriff's Department,Monterey County Rehabilitation,2004,10,147,0,246,0,393,Monterey County,06,053,06053
Napa Corrections Department,Napa County Jail,2004,10,52,8,176,32,268,Napa County,06,055,06055
Nevada Sheriff's Department,Wayne Brown Correctional Facility,2004,10,84,15,68,13,180,Nevada County,06,057,06057
Orange Sheriff's Department,Intake Release Center,2004,10,275,156,151,177,759,Orange County,06,059,06059
Orange Sheriff's Department,James A Musick Facility,2004,10,184,45,747,116,1092,Orange County,06,059,06059
Orange Sheriff's Department,Orange County Mens Jail,2004,10,743,0,602,0,1345,Orange County,06,059,06059
Orange Sheriff's Department,Orange County Womens Jail,2004,10,0,136,0,194,330,Orange County,06,059,06059
Orange Sheriff's Department,Theo Lacy Facility,2004,10,1126,0,1204,0,2330,Orange County,06,059,06059
Santa Ana Police Department,Santa Ana Jail,2004,10,367,48,20,4,439,Orange County,06,059,06059
Placer Sheriff's Department,Placer County Main Jail,2004,10,262,35,48,8,353,Placer County,06,061,06061
Placer Sheriff's Department,Placer County Minimum Security,2004,10,8,3,121,26,158,Placer County,06,061,06061
Plumas Sheriff's Department,Plumas County Jail,2004,10,18,4,19,5,46,Plumas County,06,063,06063
Riverside Sheriff's Department,Blythe Jail,2004,10,91,0,16,0,107,Riverside County,06,065,06065
Riverside Sheriff's Department,Indio Jail,2004,10,265,32,34,3,334,Riverside County,06,065,06065
Riverside Sheriff's Department,Larry D Smith Correctional Facility,2004,10,346,73,172,62,653,Riverside County,06,065,06065
Riverside Sheriff's Department,Robert Presley Detention Center,2004,10,708,158,125,38,1029,Riverside County,06,065,06065
Riverside Sheriff's Department,Southwest County Detention Center,2004,10,856,2,235,0,1093,Riverside County,06,065,06065
Sacramento Sheriff's Department,Rio Cosumnes Correctional Center,2004,10,106,0,1346,0,1452,Sacramento County,06,067,06067
Sacramento Sheriff's Department,Rio Cosumnes- Womens Facility,2004,10,0,2,0,236,238,Sacramento County,06,067,06067
Sacramento Sheriff's Department,Sacramento County Main Jail,2004,10,1463,233,171,31,1898,Sacramento County,06,067,06067
San Benito Sheriff's Department,San Benito Adult Detention,2004,10,65,12,47,5,129,San Benito County,06,069,06069
San Bernardino Sheriff's Department,San Bernardino Central Detention Center,2004,10,698,117,72,3,890,San Bernardino County,06,071,06071
San Bernardino Sheriff's Department,San Bernardino County- Glen Helen,2004,10,250,15,798,230,1293,San Bernardino County,06,071,06071
San Bernardino Sheriff's Department,West Valley Detention Center,2004,10,2528,395,237,42,3202,San Bernardino County,06,071,06071
San Diego Sheriff's Department,NA,2004,10,43,0,240,0,283,San Diego County,06,073,06073
San Diego Sheriff's Department,East Mesa Detention Facility,2004,10,119,0,370,0,489,San Diego County,06,073,06073
San Diego Sheriff's Department,George Bailey Detention Facility,2004,10,1117,0,476,1,1594,San Diego County,06,073,06073
San Diego Sheriff's Department,Las Colinas Womens Detention,2004,10,0,411,0,271,682,San Diego County,06,073,06073
San Diego Sheriff's Department,San Diego Central Detention,2004,10,691,1,147,1,840,San Diego County,06,073,06073
San Diego Sheriff's Department,South Bay Regional Facility- Chula Vista,2004,10,398,0,76,0,474,San Diego County,06,073,06073
San Diego Sheriff's Department,Vista Facility,2004,10,482,75,103,15,675,San Diego County,06,073,06073
San Diego Work Furlough,Pacific Furlough Facility,2004,10,0,0,51,34,85,San Diego County,06,073,06073
San Diego Work Furlough,Wk. Furlough/Corr. Alternative,2004,10,0,0,220,0,220,San Diego County,06,073,06073
San Francisco Sheriff's Department,San Francisco County Jail #2,2004,10,209,89,58,35,391,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #3,2004,10,304,28,58,10,400,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #3,2004,10,254,0,113,0,367,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #4,2004,10,278,24,74,12,388,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #6,2004,10,173,0,58,0,231,San Francisco County,06,075,06075
San Joaquin Sheriff's Department,San Joaquin Honor Farm,2004,10,58,15,277,73,423,San Joaquin County,06,077,06077
San Joaquin Sheriff's Department,San Joaquin Main (J. Zunino) Jail,2004,10,570,78,133,29,810,San Joaquin County,06,077,06077
San Luis Obispo Sheriff's Department,San Luis Obispo County Jail,2004,10,168,33,175,22,398,San Luis Obispo County,06,079,06079
San Luis Obispo Sheriff's Department,San Luis Obispo Honor Farm,2004,10,0,0,48,15,63,San Luis Obispo County,06,079,06079
San Mateo Sheriff's Department,Maguire Facility,2004,10,481,8,433,3,925,San Mateo County,06,081,06081
San Mateo Sheriff's Department,Minimum Security Transitional Fac.,2004,10,0,0,45,0,45,San Mateo County,06,081,06081
San Mateo Sheriff's Department,Womens Correctional Center,2004,10,0,47,0,74,121,San Mateo County,06,081,06081
San Mateo Sheriff's Department,Womens Transitional Fac,2004,10,0,0,8,0,8,San Mateo County,06,081,06081
Santa Barbara Sheriff's Department,Santa Barbara County Main Jail,2004,10,478,71,173,29,751,Santa Barbara County,06,083,06083
Santa Barbara Sheriff's Department,Santa Barbara Medium Security Facility,2004,10,50,14,109,12,185,Santa Barbara County,06,083,06083
Santa Clara Corrections Department,Elmwood Complex - Women's Fac,2004,10,0,404,0,183,587,Santa Clara County,06,085,06085
Santa Clara Corrections Department,Elmwood Complex-Mens' Fac,2004,10,1305,0,896,0,2201,Santa Clara County,06,085,06085
Santa Clara Corrections Department,Santa Clara County Main Jail,2004,10,1127,0,182,0,1309,Santa Clara County,06,085,06085
Santa Clara Probation Department,Mtn. View Work Furlough Facility,2004,10,0,0,157,0,157,Santa Clara County,06,085,06085
Santa Clara Probation Department,Womens Residential Center- S. Jose,2004,10,0,0,0,40,40,Santa Clara County,06,085,06085
Santa Cruz Sheriff's Department,Santa Cruz Blaine Womens Minimum,2004,10,0,0,0,20,20,Santa Cruz County,06,087,06087
Santa Cruz Sheriff's Department,Santa Cruz Main Jail (Water Street),2004,10,239,38,95,20,392,Santa Cruz County,06,087,06087
Santa Cruz Sheriff's Department,Santa Cruz Rountree Lane Minimum,2004,10,0,0,122,0,122,Santa Cruz County,06,087,06087
Santa Cruz Sheriff's Department,Santa Cruz Rountree Medium,2004,10,0,0,65,0,65,Santa Cruz County,06,087,06087
Shasta Sheriff's Department,Shasta County Main Jail,2004,10,219,49,80,19,367,Shasta County,06,089,06089
Sierra Sheriff's Department,Sierra County Jail,2004,10,4,1,2,0,7,Sierra County,06,091,06091
Siskiyou Sheriff's Department,Siskiyou County Jail,2004,10,74,12,7,1,94,Siskiyou County,06,093,06093
Solano Sheriff's Department,Claybank Facility,2004,10,199,43,121,25,388,Solano County,06,095,06095
Solano Sheriff's Department,Solano County Justice Center,2004,10,518,79,96,17,710,Solano County,06,095,06095
Sonoma Sheriff's Department,North County Detention Facility,2004,10,116,7,330,65,518,Sonoma County,06,097,06097
Sonoma Sheriff's Department,Sonoma County Main Adult Detention,2004,10,412,67,134,21,634,Sonoma County,06,097,06097
Stanislaus Sheriff's Department,Stanislaus Co. Public Safety Center,2004,10,293,94,91,65,543,Stanislaus County,06,099,06099
Stanislaus Sheriff's Department,Stanislaus County Honor Farm,2004,10,93,0,180,0,273,Stanislaus County,06,099,06099
Stanislaus Sheriff's Department,Stanislaus County Jail,2004,10,283,0,91,0,374,Stanislaus County,06,099,06099
Sutter Sheriff's Department,Sutter County Jail,2004,10,143,18,63,11,235,Sutter County,06,101,06101
Tehama Sheriff's Department,Tehama County Jail,2004,10,85,13,53,23,174,Tehama County,06,103,06103
Trinity Sheriff's Department,Trinity County Jail,2004,10,13,6,13,5,37,Trinity County,06,105,06105
Tulare Sheriff's Department,Bob Wiley Detention Center,2004,10,396,85,141,67,689,Tulare County,06,107,06107
Tulare Sheriff's Department,Mens Correctional Facility,2004,10,86,0,214,0,300,Tulare County,06,107,06107
Tulare Sheriff's Department,Tulare County Jail,2004,10,192,0,59,0,251,Tulare County,06,107,06107
Tuolumne Sheriff's Department,Tuolumne County Jail,2004,10,56,12,51,13,132,Tuolumne County,06,109,06109
Ventura Sheriff's Department,Ventura County Main Jail,2004,10,326,100,194,122,742,Ventura County,06,111,06111
